cartodb_id,the_geom,city,state,shape_1,duration,summary,posted,month,country,date_time,cartodb_georef_status
1464,0101000020E61000006553AEF02EB554C0F701486DE2144240,Greeneville,TN,Formation,3 minutes,Playing with kids in backyard and seen 2 objects in the sky that blinked off.,2015-10-09,October,USA,2015-10-05,true
1240,0101000020E6100000253B3602F1EA5BC0CDAFE600C1604040,Arizona City,AZ,Circle,5 minutes,"Red to white ""flare"" that emitted a fog. ((NUFORC Note: U. S. Navy missile launch. PD))",2015-11-19,November,USA,2015-11-07,true
1290,0101000020E6100000D34D621058EB55C0C381902C60664140,Florence,AL,Sphere,3 minutes,Blue circle stopped approximately two minutes and moved rapidly.,2015-11-19,November,USA,2015-11-11,true
1105,0101000020E6100000D34D621058EB55C0C381902C60664140,Florence,AL,Unknown,10,"Too big, too fast; may land and crashed, or continued passing.",2015-11-12,November,USA,2015-11-11,true
945,0101000020E61000001CEBE2361AF255C07E52EDD3F15C4540,Racine,WI,Circle,1 second,I took two pictures of the sunset and later that night noticed a seven light circle formation based on the timing of the pictures it mo,2015-12-17,December,USA,2015-12-10,true
1816,0101000020E61000006FF085C954CB5DC0E17A14AE47194140,Oxnard,CA,Light,5 minutes,Object arced over the Pacific Ocean above Oxnard. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
1815,0101000020E61000006FF085C954CB5DC0E17A14AE47194140,Oxnard,CA,Fireball,1-2 seconds,"Green fireball darts earthward in south Oxnard sky, witnessed by two people. ((NUFORC Note: Possibly a meteor? PD))",2015-10-16,October,USA,2015-10-10,true
890,0101000020E61000006FF085C954CB5DC0E17A14AE47194140,Oxnard,CA,Light,15 minutes,Huge bright light!! ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
889,0101000020E61000006FF085C954CB5DC0E17A14AE47194140,Oxnard,CA,Sphere,10 minutes,"Bright turquoise glow in W sky; a white light and white sphere-like obj. appeared. ((NUFORC Note: U. S. Navy missile launch. PD))",2015-11-19,November,USA,2015-11-07,true
1190,0101000020E61000002DCF83BBB39054C0A9BC1DE1B43C4240,Bluff City,TN,Triangle,20 minutes,8 strange triangle shaped craft with blinking lights,2015-12-21,December,USA,2015-12-10,true
1791,0101000020E61000009D2E8B89CD675EC077DB85E63AE14340,Paradise,CA,Light,15 minutes,Swarm of lights.,2015-09-29,September,USA,2015-09-27,true
1589,0101000020E61000000D37E0F3C3C256C00A11700855B64440,Muscatine,IA,Light,2-3 seconds,Bright light in the sky.,2015-10-16,October,USA,2015-10-10,true
1768,0101000020E61000009335EA211AF75DC0543A58FFE7344140,Isla Vista,CA,Circle,15 minutes,White light with blue following blue light. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
1759,0101000020E6100000569FABADD8655EC0E605D847A7924340,Marysville,CA,,30 seconds,Round light coming down in an angle then half way down disappears.,2015-11-06,November,USA,2015-11-04,true
1593,0101000020E61000004A0C022B876655C0C55565DF15254640,Boon,MI,Flash,~10 minutes,"10/19/2015 UFO SIGHTING At approx 23:30 (EDT) I was sitting with a friend, looking up at the stars from my back deck and noticed a fla",2015-10-29,October,USA,2015-10-09,true
1755,0101000020E6100000FA7E6ABC74915EC0A4C2D84290EF4240,Berkeley,CA,Light,5 minutes,"About 10 points of white light, moving in a random pattern.",2015-11-06,November,USA,2015-11-04,true
1765,0101000020E61000008FDFDBF467455DC066A032FE7DDA4040,Winchester,CA,Light,<10 minutes,"Stationary ball of light ""fire""; fades away.",2015-10-09,October,USA,2015-10-03,true
1162,0101000020E610000077DB85E63AB55AC0679B1BD3133E4440,Steamboat Springs,CO,Light,1 hour,Six red orange lights over tree line that made different shapes. Viewed for over an hour.,2016-01-05,December,USA,2015-12-31,true
1257,0101000020E6100000ABB2EF8AE02D5CC0533F6F2A52794040,Gila Bend,AZ,Flash,15 minutes,BRIGHT FLASH IN SKY NORTH OF GILA BEND JUST EAST OF THE 85 NORTH. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
989,0101000020E61000008A592F8672085BC00C0742B280594040,Hurley,NM,Light,5 minutes,I noticed this light in the middle of darkness. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
1595,0101000020E610000025068195436955C0336DFFCA4A6F4540,Kentwood,MI,Circle,7 minutes,"Bright object ascends over Grand Rapids, MI; no sound.",2015-10-16,October,USA,2015-10-14,true
1544,0101000020E61000002EAD86C43D1C57C00DC347C494504140,Alexander,AR,Other,3 hours,Three objects moving very fast making lots of turns bright white.,2015-10-29,October,USA,2015-10-22,true
1610,0101000020E610000089247A19C57C54C0B98D06F016903A40,Cape Coral,FL,Circle,2 minutes,Two glowing white orbs chasing each other - traveling from North to South - Cape Coral Fl,2015-10-16,October,USA,2015-10-15,true
1609,0101000020E610000089247A19C57C54C0B98D06F016903A40,Cape Coral,FL,Light,10 minutes,FOUR ORANGE LIGHTS IN PERFECT ALIGNMENT,2015-10-09,October,USA,2015-10-03,true
1764,0101000020E61000009D9D0C8E924D52C00569C6A2E93C4640,Burlington,VT,Unknown,15 minutes,"Bright white light with flashing colored lights--hovering, then appearing to drop about 50 feet then zooming back up.",2015-11-06,November,USA,2015-11-02,true
1831,0101000020E6100000083D9B559F895DC0AD342905DD0E4140,South Pasadena,CA,Disk,5 minutes,"Disk like craft surrounded by aura intense white light moving slowly and randomly, then disappeared.",2015-11-19,November,USA,2015-11-07,true
1476,0101000020E6100000842A357BA03358C02367614F3B644040,Dallas,TX,Light,5 minutes,"Orange Light Pairs, 8 to 9-pm CDT, 10-28-2015.",2015-11-06,October,USA,2015-10-28,true
1742,0101000020E6100000488AC8B08A255EC0CC6262F371614340,Pollock Pines,CA,Light,7 minutes,At approximately 1800 hrs my fiance and witnessed a very large and bright green light with no noise hover over Weber Creek drainage. A,2015-11-19,November,USA,2015-11-07,true
1739,0101000020E6100000E09C11A5BD4B56C040F67AF7C7B74640,Elcho,WI,Triangle,1 minute,V-like shape craft above Langlade County WI USA,2015-10-29,October,USA,2015-10-21,true
1661,0101000020E6100000895E46B1DC7E53C0C84109336D934340,Berryville,VA,Light,1 minute,"Above the Shennandoah Valley, a bright light high in the sky moved north to south at approximately dusk on 11/03..",2015-11-19,November,USA,2015-11-03,true
1163,0101000020E6100000C408E1D1C6875EC060EAE74D45D64740,Redmond,WA,Circle,1 minute,Ball of fire moving very slowly across the sky.,2016-01-05,December,USA,2015-12-26,true
1788,0101000020E6100000A0E062450D5C5EC0069E7B0F97804440,Fall River Mills,CA,Flash,10 minutes,Caught a glimpse of an unexplained flash of light in the sky on a clear night.,2015-10-16,October,USA,2015-10-13,true
1612,0101000020E6100000B8AF03E78C7E54C01EDC9DB5DB5A4240,Abingdon,VA,Circle,3 minutes,"Went out to feed the cattles, looked up and out of shock I see 2 very bright lights in sky so I used my cell phone to record.",2015-11-06,October,USA,2015-10-29,true
1442,0101000020E610000039EE940ED62B55C0DF37BEF6CCEE4140,Rockwood,TN,Cylinder,5 minutes,Long white cylinder shaped object seen over East Tennesee at 10pm on 10-29-15.,2015-11-06,October,USA,2015-10-29,true
1253,0101000020E610000075C8CD7003EC52C09981CAF8F7094440,Eagle,PA,Changing,15-20 minutes,"These were shifting, tumbling orange lights in a cluster that moved together from one part of the sky to another. They flickered and di",2015-11-26,November,USA,2015-11-20,true
884,0101000020E61000007CB8E4B853505DC07A19C5724B5F4040,Ocean Beach,CA,Rectangle,>10 minutes,"It was a rectangular shape, about the size of a raft I would describe.",2015-11-19,November,USA,2015-11-16,true
1233,0101000020E6100000D46531B1F9CE5EC0462575029A6C4640,Monmouth,OR,Egg,10 seconds,A white balloon gives off a bright blue light and disappears along with the balloon.,2016-01-05,December,USA,2015-12-31,true
1119,0101000020E61000005305A3923AEF54C0B05582C5E1D43F40,Arabi,GA,Other,6 seconds,"I was driving N on 75 and the evening was extremely cloudy; clouds were very low. I then saw a massive object come out of clouds.",2015-12-21,December,USA,2015-12-17,true
1727,0101000020E61000008D28ED0DBE8A5DC05778978BF8E64040,Signal Hill,CA,Triangle,45 seconds,Was taking dog out to use restroom as I am waiting I happened to look up and saw a triangle shaped object w/orangeish colored lights.,2015-11-06,October,USA,2015-10-30,true
1771,0101000020E61000003CBD5296212052C0137EA99F37194640,Barre,VT,Other,3 seconds,It was blue glowing and fast.,2015-11-19,November,USA,2015-11-06,true
1590,0101000020E610000067F2CD3637B853C005C58F3177714540,Buffalo,NY,Diamond,5 minutes,Very bright reddish orange color diamond shaped object.,2015-10-02,September,USA,2015-09-30,true
948,0101000020E610000067F2CD3637B853C005C58F3177714540,Buffalo,NY,Formation,30 seconds,"The were 6 round objs. flying in triangular formation and the dist. between each one started to change, but the speed of the fligh",2015-11-19,November,USA,2015-11-08,true
879,0101000020E61000002EC55565DF2552C09B030473F4FC4440,Enfield,CT,Flash,30 seconds,"White, erratic flashing object, Enfield, CT.",2015-11-26,November,USA,2015-11-23,true
1784,0101000020E6100000ECDD1FEF55495DC0FB57569A94E64040,Nuevo,CA,Unknown,10 minutes,"At approximately 18:00, my four year old daughter spots this object close by to the south west direction. I can't say exactly how close",2015-11-19,November,USA,2015-11-07,true
1215,0101000020E61000005FEFFE78AF2A58C06666666666664440,Lincoln,NE,Diamond,~8 minutes,"V-shaped lights, which turned red when I stopped to watch it, then flared brilliant white and moved toward me.",2015-12-04,December,USA,2015-12-03,true
900,0101000020E6100000A48D23D6E21B5EC0AE0D15E3FC794140,Santa Maria,CA,Circle,30 seconds,My sister and I saw a very small grayish disk hovering really high up.,2016-01-05,December,USA,2015-12-30,true
875,0101000020E610000075B0FECF618052C0C84109336D5B4440,New York,NY,Light,40 minutes,Morphing light craft changing shape on the west side of Manhattan NY.,2015-12-03,November,USA,2015-11-21,true
1392,0101000020E6100000C6A70018CFBC62C06B48DC63E99B4E40,Anchorage,AK,Unknown,3 minutes,"Small reddish light slowly joined a bigger reddish light, the big light didn't move.",2015-11-06,November,USA,2015-11-01,true
1193,0101000020E610000017BCE82B48B955C0514EB4AB90DA4440,Michigan City,IN,Light,3.5 minutes,"I was turning into the rear area of my duty station, where I encountered a strange looking animal.",2016-01-05,December,USA,2015-12-16,true
1342,0101000020E61000005F07CE19515055C0EDBB22F8DF064140,Cedartown,GA,Light,ongoing,Twinkling light of different colors.,2015-10-29,October,USA,2015-10-22,true
1191,0101000020E6100000D3DEE00B93E355C078B988EFC4FC4240,Evansville,IN,Disk,5 minutes,I had let my German Shepherd out and heard him barking repeatedly and as I walked outside I noticed two disc shapes hovering close by.,2016-01-05,December,USA,2015-12-28,true
1684,0101000020E6100000BEF6CC9200CD56C06519E25817F73D40,Pierre Part,LA,Circle,1 hour,Circular red and green and white flashing lights.,2015-10-29,October,USA,2015-10-16,true
1168,0101000020E61000001618B2BAD53556C08B37328FFC2D4140,Sherman,MS,Oval,seconds,"Faint white glow, hung in the air over Highway 9 just past Endville Road. 2-3 seconds after observation, it moved to the west fairly qu",2015-11-19,November,USA,2015-11-12,true
1022,0101000020E6100000085A8121AB4555C03A58FFE730874240,Russell Springs,KY,Light,5 minutes,Strange lights seen in Russell County.,2015-12-17,December,USA,2015-12-14,true
1729,0101000020E61000005CE674594C485EC0956588635DBC4240,Patterson,CA,Circle,5 minutes,I saw a large foggy cone with a bright blue beam to my south. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
1428,0101000020E610000044696FF085BB51C0DA20938C9C494540,Danvers,MA,Changing,10 seconds,"Bright green fire ball literally half a mile above an a quarter mile away from Endicott Park, where we were standing.",2015-11-06,November,USA,2015-11-01,true
1821,0101000020E6100000AE64C74620185DC0C6DCB5847CDC4040,Palm Desert,CA,Fireball,20 minutes,"There was a glowing green light in a circular shape, with a long, wide greenish/whitish aura around it and a long line of whitish color",2015-11-19,November,USA,2015-11-07,true
1820,0101000020E6100000AE64C74620185DC0C6DCB5847CDC4040,Palm Desert,CA,Fireball,5 seconds,"A very bright slow moving ""fireball"" appeared from the west heading east.",2015-09-29,September,USA,2015-09-28,true
892,0101000020E6100000AE64C74620185DC0C6DCB5847CDC4040,Palm Desert,CA,Oval,3 minutes,Two oval objects heading fast towards the west over Palm Desert.,2015-12-17,December,USA,2015-12-12,true
1586,0101000020E61000006C95607138E956C0B0C91AF510014540,Cedar Rapids,IA,Unknown,5 minutes,"Blue light, then followed by a bright flash, before disappearing.",2015-09-29,September,USA,2015-09-28,true
1583,0101000020E6100000E17A14AE477754C0F60B76C3B6914440,Medina,OH,Unknown,15 seconds,"Ohio 10/18/2015 Blurry Object moving NW to SE not of this world, no light just barley visible.",2015-10-29,October,USA,2015-10-18,true
1144,0101000020E6100000E622BE13B3225AC03CBD5296213A4440,Gill,CO,Cigar,1 minute,2 or 3 lights found over the horizon- there and then gone.,2016-01-05,December,USA,2015-12-27,true
1740,0101000020E6100000C03E3A75E54B5DC0876D8B321B404140,Apple Valley,CA,Diamond,15 minutes,"HUGE craft with 3 lights, moved very slowly and made NO sound.",2016-01-23,November,USA,2015-11-07,true
1503,0101000020E6100000946A9F8EC7C65EC0DAC9E02879514640,Albany,OR,Light,5 minutes,Two fast moving white lights in the sky.,2015-10-16,October,USA,2015-10-13,true
1502,0101000020E6100000946A9F8EC7C65EC0DAC9E02879514640,Albany,OR,Circle,20 seconds,UFO came out of teleportation,2015-10-16,October,USA,2015-10-13,true
1501,0101000020E6100000946A9F8EC7C65EC0DAC9E02879514640,Albany,OR,Diamond,10 seconds,"Red diamond shape UFO flying fairly slow in North Albany, Oregon.",2015-10-16,October,USA,2015-10-12,true
1221,0101000020E610000090BDDEFDF1F053C03ECBF3E0EE484440,New Kensington,PA,Fireball,10 minutes,Orange fireball moving east to west.,2016-01-23,October,USA,2015-10-08,true
1833,0101000020E61000003A92CB7F486D5DC0E6965643E2C24040,Laguna Niguel,CA,Cylinder,15 minutes,the sighting was aprox 1 hour ago and I am still a little startled and excited. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
1014,0101000020E610000056BC9179E48F55C02861A6ED5F854240,Oakland,KY,Light,15 minutes,15 min bright light that tried to break apart vanished when airplane approached and light has been seen multiple times.,2015-12-17,December,USA,2015-12-15,true
1477,0101000020E610000048E17A14AE6758C0F1D7648D7A703E40,Pflugerville,TX,Light,4 minutes,"Sitting at a stoplight at FM685 and TX45, I saw what looked like a bright star over Hendrickson H. S.. ((NUFORC Note: Venus? PD))",2015-10-09,October,USA,2015-10-02,true
1299,0101000020E6100000FAEDEBC039A35EC0B5A679C7299E4740,University Place,WA,Formation,20 seconds,Three starlike objects moving SLOWLY across the sky in unison either at high altitude or in orbit.,2016-01-05,December,USA,2015-12-25,true
955,0101000020E61000008733BF9A03FA55C03EE8D9ACFA844540,Milwaukee,WI,Other,1-2 seconds,Bright white light form northwest. Lit up entire sky. No sound. Not lightning.,2015-12-17,December,USA,2015-12-10,true
954,0101000020E61000008733BF9A03FA55C03EE8D9ACFA844540,Milwaukee,WI,Egg,1 hour,4 bright objects in the sky looks like drones. ((NUFORC Note: We suspect a sighting of planets in the E sky. PD)),2015-11-19,November,USA,2015-11-08,true
985,0101000020E6100000618907944DF354C0DAACFA5C6D394540,Hamburg,MI,Oval,4 minutes,Bright orange oval shaped object moving slowly in a N/W direction (no sound).,2015-12-17,December,USA,2015-12-12,true
1703,0101000020E61000003E3F8C101EAD57C04D4A41B797B44240,Pittsburg,KS,Other,~5 seconds,"The object was shaped like a ""W,"" but replace the two connected V's with two crescent shapes, and had no visible lights.",2015-10-29,October,USA,2015-10-28,true
1754,0101000020E61000000B24287E8C515DC0E370E657736C4040,La Jolla,CA,Fireball,7 minutes,Fast moving bright ball of light leaving behind a green fluorescent cloud. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
1752,0101000020E61000000B24287E8C515DC0E370E657736C4040,La Jolla,CA,Light,5 minutes,I looked up and saw a vapor trail from a bright moving light. Then suddenly the light turned east. ((NUFORC Note: Rocket. PD)),2015-11-19,November,USA,2015-11-07,true
1761,0101000020E6100000B6DB2E34D7135DC0BEBC00FBE8D44040,La Quinta,CA,Light,8-10 minutes,Light traveling upward expanding spiral cloud greenish-blue radiating glow. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
1789,0101000020E61000004C1AA375549B5DC09A99999999214140,Pacoima,CA,Disk,3 minute,Seen by a cousin of my employee...cannot verify that it is or is not a craft... hope other reports from same event will provide clarif,2015-10-09,October,USA,2015-10-09,true
1252,0101000020E6100000912749D74C845CC033F9669B1B674240,Mesquite,NV,Light,2 minutes,Bright light in sky over Mesquite. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
919,0101000020E610000077F86BB2461352C0EE3D5C72DCD94440,Columbia,CT,Oval,~20 seconds,Oval shaped ball of light.,2015-12-10,December,USA,2015-12-04,true
1620,0101000020E61000006CEC12D55B4B53C048A7AE7C96774340,McLean,VA,Triangle,,My girlfriend and I have been followed by UFO's for the last couple of weeks.,2015-11-06,October,USA,2015-10-25,true
1127,0101000020E61000003F74417DCBF255C0FE261422E0EC4440,Berwyn,IL,Triangle,20 minutes,I looked up and noticed some beams of light in the sky right above our house.,2016-01-05,December,USA,2015-12-20,true
1836,0101000020E61000002D431CEBE23A52C047C9AB730CE84440,Collinsville,CT,Circle,~2 minutes,2 Orange Orbs in sky night of the Supermoon approx. 9 pm EST.,2015-10-09,September,USA,2015-09-27,true
1825,0101000020E61000005CC98E8D40645DC00742B28009F04040,Corona,CA,Circle,3 minutes,Green ball emitted green smoke and sped away. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
1824,0101000020E61000005CC98E8D40645DC00742B28009F04040,Corona,CA,Flash,1 second,Big silent green flash over Corona main street area.,2015-11-06,November,USA,2015-11-02,true
898,0101000020E61000005CC98E8D40645DC00742B28009F04040,Corona,CA,Light,2 minutes,Bright white light in the sky. ((NUFORC Note: U. S. Navy missile launch. PD)),2015-11-19,November,USA,2015-11-07,true
1516,0101000020E6100000B8019F1F469054C04A9869FB575E4140,Simpsonville,SC,Unknown,1 second,My fiance and I were driving to the grocery store when a dark object zoomed right by us on the road.,2015-11-06,October,USA,2015-10-29,true
1654,0101000020E61000000CEA5BE6745D53C09EEA909BE1C64240,Richmond,VA,Light,>10 minutes,"Not sure it was UFO related, however I saw three bright lights in a straight line and what was odd about one was that it was far TOO la",2015-10-29,October,USA,2015-10-22,true
1653,0101000020E61000000CEA5BE6745D53C09EEA909BE1C64240,Richmond,VA,Flash,3 minutes,A star fades into nothing and then slowly flashed ( brighter than the North Star) and fades away again 3 times changing positions.,2015-10-09,October,USA,2015-10-06,true
1648,0101000020E6100000F4E0EEACDD9854C000C63368E84B4540,Wallaceburg,ON,Unknown,1 minute,Unknown flying object emits diamond shaped trail behind it.,2015-11-19,November,Canada,2015-11-07,true
1818,0101000020E6100000E960FD9FC33C53C0AB09A2EE03204640,Napanee,ON,Other,2-3 minutes,Row boat/Bullet shape with 3 lights that never blinked.,2015-10-02,September,Canada,2015-09-24,true
2744,0101000020E61000003815A930B6D656C0B4B0A71DFECE4740,Isabella,MN,Unknown,10-15 minutes,UFO while camping.,2015-09-11,September,USA,2015-09-06,true
2828,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Sphere,50 seconds,Blue light in the sky making 90-degree turns and moving at high speeds.,2015-09-02,August,USA,2015-08-30,true
2438,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Light,<1 minute,"Unknown, shiny object in the early evening sky, round in shape.",2015-09-25,September,USA,2015-09-19,true
2336,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Formation,60 seconds,I was walking outside near downtown Boise and saw about 5 lights staggered vertically. I thought it was an odd pattern of stars.,2015-09-25,September,USA,2015-09-24,true
2291,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,Unknown,10 minutes,"Awoke early and stood on my balcony, and observed rapid incline of a ?star..however, I never learned about THIS KIND of rising. I picke",2015-09-29,September,USA,2015-09-27,true
2710,0101000020E6100000CF143AAFB1075CC0D23AAA9A20FA4340,Eureka,UT,Triangle,5 seconds,"Black triangular object, quiet steady movement, not very high off ground.",2015-09-11,September,USA,2015-09-06,true
2239,0101000020E6100000611A868F88E354C0CC4065FCFBD44440,Toledo,OH,Unknown,>1 hour,"Pulsating red, green blue hovering objects. Watched them for over and hour.",2015-11-06,November,USA,2015-11-01,true
2237,0101000020E6100000611A868F88E354C0CC4065FCFBD44440,Toledo,OH,Light,:30,Too close to be shooting star and too bright and close to be landing plane.,2015-11-06,November,USA,2015-11-01,true
2317,0101000020E6100000FD87F4DBD75B5DC0E4DA5031CE0B4140,Fontana,CA,Circle,5 min,"Saw several lights over mtns. Orange-red in color, like nothing I've ever seen. Each disappeared at once. Also, have film, pictures.",2015-09-29,September,USA,2015-09-26,true
2821,0101000020E61000002D78D157901E54C02BFBAE08FE773940,Homestead,FL,Sphere,3 minutes,"I am a retired US ARMY Soldier and State Law Enforcement Officer who resides in Homestead, FL. I was just finishing some paperwork in m",2015-09-02,August,USA,2015-08-31,true
2816,0101000020E61000007689EAAD81CD54C0B7B41A12F7204540,Allen Park,MI,Diamond,2 minutes,"The craft was moving from the north to the south about 35,000 feet bearded quick East and disappeared over the cloud cover.",2015-09-02,August,USA,2015-08-31,true
2067,0101000020E610000038328FFCC16A55C0252367614F7B4540,Grand Rapids,MI,Triangle,30 seconds,3 bright white lights in the shape of a triangle - same distance and same size - then formed a straight line and moved east.,2015-11-06,November,USA,2015-11-04,true
2409,0101000020E610000085EB51B81E6555C092CB7F48BF194540,Portage,MI,Cylinder,90 minutes,"Initial sighting of 4 lighted cylinder shaped objects, 1 which was observed for over an hour after dark in the western sky.",2015-09-25,September,USA,2015-09-20,true
2192,0101000020E6100000ED2AA4FCA40E53C0AD174339D1BA4540,Mexico,NY,Oval,30+ minutes,"6 craft, oval shaped, red, blue,.green and white lights, hovering between field and line of trees, fast moving up down or side to side.",2015-10-16,October,USA,2015-10-10,true
2622,0101000020E610000023DBF97E6A3E53C0C80C54C6BF434340,La Plata,MD,Light,25 minute,Strange Green Light Spotted over Maryland,2015-09-17,September,USA,2015-09-11,true
2791,0101000020E61000003E5C72DC299F5AC035D252793BC23F40,El Paso,TX,Circle,40 seconds,Circular shaped and moving in to the left very drastically and was very bright.,2015-09-11,September,USA,2015-09-02,true
2539,0101000020E61000003E5C72DC299F5AC035D252793BC23F40,El Paso,TX,Unknown,10 minutes,"On Tuesday 9-15-15 my girlfriend and my self were in her back yard picking up pine needles , Im always looking up at the sky looking at",2015-09-17,September,USA,2015-09-15,true
2599,0101000020E6100000F7AFAC34295156C07D7901F6D1B94240,Jonesboro,IL,Formation,5-10 minutes,Oddly shaped craft and 7 red lights,2015-09-17,September,USA,2015-09-12,true
1999,0101000020E6100000F7AFAC34295156C07D7901F6D1B94240,Jonesboro,IL,Flash,seconds,Flash of light.,2015-10-09,October,USA,2015-10-06,true
2407,0101000020E61000009A42E73576F352C0EE3D5C72DC214440,Birdsboro,PA,Triangle,2 minutes,Brilliant blue and red square shaped object massive size no sound vary low to the ground,2015-09-25,September,USA,2015-09-20,true
2521,0101000020E61000009981CAF8F7CB51C0C9E53FA4DF764540,Sandown,NH,Unknown,2 minutes,Slow moving low flying crafts with pulsing multi-light clusters.,2015-09-17,September,USA,2015-09-16,true
2320,0101000020E61000004243FF04174F5EC0A9FB00A436654340,Rocklin,CA,Light,20 seconds,"Smoking a cig outside and checking out the full moon, one orange light appeared to the right of the moon. went solid for 10-15 seconds",2015-09-29,September,USA,2015-09-26,true
2418,0101000020E6100000BADA8AFD65E552C0616C21C841514440,Orefield,PA,Light,1-3 minutes,"Blueish/greenish lighted object moving west to east, making no sound, ascended northwest rapidly out of sight.",2015-09-25,September,USA,2015-09-19,true
2251,0101000020E6100000A9BC1DE1B4865DC0B476DB85E6DE4040,Seal Beach,CA,Flash,15 minutes,Trail of blue green flash across the sky following a bright llight. ((NUFORC Note: US Navy missile launch. PD)),2015-11-12,November,USA,2015-11-07,true
2250,0101000020E6100000A9BC1DE1B4865DC0B476DB85E6DE4040,Seal Beach,CA,Fireball,10 seconds,Ball of fire falling from sky. ((NUFORC Note: Possible Orionid meteor?? PD)),2015-10-29,October,USA,2015-10-23,true
2835,0101000020E610000047382D78D13F57C05ED72FD80DAB4640,Wyoming,MN,Fireball,Seconds,"My son in a town 20 minutes from where we are, called at 8;55pm telling us to go out and look in the sky at an orange fireball traveli",2015-09-02,August,USA,2015-08-29,true
2754,0101000020E6100000A5F78DAF3D0F56C0D7DD3CD5211B4540,Cary,IL,Light,30 seconds,"Unusual bright orange light/orb over Cary, IL.",2015-09-11,September,USA,2015-09-05,true
2899,0101000020E61000000F9C33A2B46553C0EFE6A90EB9194340,Spotsylvania,VA,Light,20 seconds,"Single steady, bright emerald green light viewed briefly through 10"" telescope and with naked eye.",2015-09-02,August,USA,2015-08-25,true
2506,0101000020E6100000CC0BB08F4E0758C0F241CF66D5FF4140,Sapulpa,OK,Fireball,3-4 seconds,"Orange glowing fireball over Sapulpa, OK.",2015-09-17,September,USA,2015-09-16,true
2595,0101000020E61000000F971C774A6355C0069E7B0F979C4540,Cedar springs,MI,Fireball,,Bright light appearing north of 131 and then disappearing.,2015-09-25,September,USA,2015-09-12,true
2696,0101000020E6100000EAB298D87C6854C04DBED9E6C62C4340,Charleston,WV,Light,Several minutes,"Color changing light moving in erratic patterns. ((NUFORC Note: Possible ""twinkling"" star? PD))",2015-09-11,September,USA,2015-09-08,true
2651,0101000020E61000000D897B2C7DA85EC0F12E17F19DC84740,Bremerton,WA,Light,20 minutes,Red glowing light flashing white and out maneuvering any known aircraft,2015-09-17,September,USA,2015-09-09,true
2624,0101000020E61000000D897B2C7DA85EC0F12E17F19DC84740,Bremerton,WA,Light,30 seconds,"2 people witness a very bright, orange,but silent light high on a cloudless night slowly disappearing.",2015-10-09,September,USA,2015-09-11,true
2046,0101000020E61000000D897B2C7DA85EC0F12E17F19DC84740,Bremerton,WA,Circle,<1 minute,Circular object manuvers across sky during blood moon.,2015-09-29,September,USA,2015-09-27,true
2047,0101000020E61000000D897B2C7DA85EC0F12E17F19DC84740,Bremerton,WA,Oval,3 seconds,Witnessed a fast moving small blue light across sky to the horizon.,2015-11-06,November,USA,2015-11-03,true
2817,0101000020E6100000B30C71AC8B455AC076543541D4F54340,Broomfield,CO,Sphere,30 seconds,"As I'm walking home notice a few lights in the sky in formation, thinkin it's helicopters, when behind the trees more follow behind af",2015-09-02,August,USA,2015-08-31,true
2028,0101000020E6100000B30C71AC8B455AC076543541D4F54340,Broomfield,CO,Light,10 minutes,I went on a run through Commons Park. Just after sunset as I was leaving the park I noticed a small ball of light moving east from the,2015-10-16,October,USA,2015-10-10,true
2195,0101000020E61000000282397AFC5C52C084F068E388594640,Plattsburgh,NY,Oval,2 minutes,Translucent white/gray oval hovering over Lake Champlain.,2015-10-29,October,USA,2015-10-24,true
2666,0101000020E6100000B3EA73B515C263C0BA4E232D957F3540,Schofield Barracks,HI,Fireball,10 minutes,Saw 5 individual balls of light. They fell slowly from roughly 100 feet up. They lit up the sky like a fire. The last two fell simultan,2015-09-11,September,USA,2015-09-09,true
2000,0101000020E6100000D36A48DC63B951C05F7B664980424540,Salem,MA,Triangle,15 seconds,Sighting while watching the eclipse.,2015-09-29,September,USA,2015-09-27,true
2786,0101000020E6100000CE70033E3F4855C0C66D3480B7904440,Fort Wayne,IN,Triangle,3 minutes,"We were outside and looked up to see what we thought was a satellite, it was moving across the sky pretty fast, My father in law grabbe",2015-09-11,September,USA,2015-09-03,true
