cartodb_id,the_geom,city,state,shape_1,duration,summary,posted,month,country,date_time,cartodb_georef_status
43,0101000020E61000005ABBED42737752C0B84082E2C76C4440,Bronx,NY,,,UFO over Bronx.,2015-10-29,October,USA,2015-10-24,true
169,0101000020E61000005BB6D61709C063C03333333333733540,Mililani,HI,Light,,Five to six bright lights seen west coast off Oahu.,2015-07-17,July,USA,2015-07-11,true
5929,0101000020E6100000A56B26DF6C1954C0DDEA39E97DA33B40,Vero Beach,FL,Fireball,5 minutes,Large ball/orb with a tail.,2015-03-06,March,USA,2015-03-01,true
223,0101000020E61000003602F1BA7EAF52C0991249F4327E4440,Andover,NJ,Light,20 minutes,Bright Orange Plasma Lights.,2015-09-17,September,USA,2015-09-13,true
372,0101000020E610000030D80DDB161353C0740CC85EEF6A4240,Portsmouth,VA,Circle,90 seconds,"Orange light in northern sky, April 12th, 2015 at 10pm EST in Portsmouth, Virginia.",2015-04-17,April,USA,2015-04-12,true
416,0101000020E6100000CAE02879759857C0BFF1B56796744340,Lee's Summit,MO,Sphere,10-15 seconds,Sphere.,2016-01-05,December,USA,2015-12-30,true
679,0101000020E61000008750A5660F6E55C0BE9F1A2FDD384140,Fort Payne,AL,Light,20 minutes,"Red light seen moving slowly left,right and rapidly vertically up and down.",2015-11-19,November,USA,2015-11-16,true
905,0101000020E61000000EBE30992A3452C040F67AF7C7A34440,Branford,CT,Circle,1 second,Yellow streak falls into structure for split second,2015-11-26,November,USA,2015-11-21,true
1005,0101000020E61000002F8B89CDC7C153C0F60B76C3B6514540,Angola,NY,Cigar,1 hour and counting,"15/20 blue, cigar-shaped, craft hover silently and strobed blue on the length of the crafts. Multiple witnesses.",2016-01-05,December,USA,2015-12-24,true
1556,0101000020E61000008386FE092E545EC0DDCD531D72074640,Bend,OR,Oval,1 hour,Oval shaped crafted with three colored lights.,2015-10-16,October,USA,2015-10-09,true
1968,0101000020E6100000C6BFCFB870005CC080828B1535284440,Eagle Mountain,UT,Unknown,1 second,E.T. in orb form?,2015-10-16,September,USA,2015-09-03,true
2305,0101000020E61000007F30F0DC7BD851C08655BC9179F04440,Pawtucket,RI,Formation,20 min,Orange lights ufo seen In Rhode Island.,2015-09-29,September,USA,2015-09-26,true
2435,0101000020E6100000F1BA7EC16E525EC07155D97745604340,Roseville,CA,Sphere,45 minutes,Stationary object spotted in Roseville (Day Sighting).,2015-10-29,September,USA,2015-09-15,true
2778,0101000020E6100000BE4D7FF623EF54C068226C787A214040,Unadilla,GA,Circle,15 seconds,"I saw pulsing, big!! bright white light moving south very fast.",2015-08-13,August,USA,2015-08-11,true
2876,0101000020E61000005BCEA5B8AA8C52C0679B1BD313FA4340,Toms River,NJ,Circle,2 hours,((HOAX??)) Don't know what else it could be.,2015-09-02,August,USA,2015-08-27,true
2943,0101000020E61000006FF085C954AF54C00E84640113303C40,Holiday,FL,Disk,2-3 minutes,Strange Bright Orange Fiery Glow over Tarpon Springs area.,2015-08-27,August,USA,2015-08-22,true
3359,0101000020E610000040FB912232FA5BC053AEF02E17B54040,Tempe,AZ,Light,10 minutes,"Ten points of light flying formation in the sky over Tempe, AZ, 21:21 hrs 1 AUG 2015",2015-08-13,August,USA,2015-08-01,true
3393,0101000020E6100000E63FA4DFBE925EC08FAA2688BA974740,Puyallup,WA,Circle,~4 minutes,"Silver. Did not move, no contrail; 4 min.",2015-08-06,July,USA,2015-07-31,true
3433,0101000020E61000005648F949B52357C0E71DA7E848EA4140,Leslie,AR,Light,15 seconds,Lights in the sky.,2015-07-31,July,USA,2015-07-27,true
3496,0101000020E61000007C444C89247858C085251E5036FD3D40,Kyle,TX,Other,30 seconds,Unexplainable red and blue flashing object falls toward earth!!!,2015-07-31,July,USA,2015-07-24,true
3776,0101000020E6100000FF3EE3C2817E55C07A19C5724BD74440,Elkhart,IN,Sphere,25 minutes,UFO observing 4th of July activity.,2015-07-06,July,USA,2015-07-04,true
4120,0101000020E61000000708E6E8F13B5AC01FBAA0BE650E4440,Firestone,CO,Chevron,10 seconds,"Low, quiet, fast moving SE to NW chevron form with 7+ lights on either side.",2015-06-24,June,USA,2015-06-20,true
4187,0101000020E610000011363CBD520854C01895D40968CA3940,Miami Beach,FL,Cigar,~15 minutes,Cigar shaped cloud...,2015-07-23,April,USA,2015-04-18,true
4307,0101000020E6100000B13385CE6B1654C0335019FF3E4B3B40,Port Saint Lucie,FL,Flash,3 seconds,"Green flash, power surged.",2015-06-15,June,USA,2015-06-07,true
4548,0101000020E6100000172B6A300D6158C079758E01D9BB4140,Oklahoma City,OK,Other,5 seconds,"White, flat UFO in South Oklahoma City.",2015-05-22,May,USA,2015-05-21,true
4750,0101000020E6100000C503CAA65C255CC0018750A566AF4040,Buckeye,AZ,,6 sec.,Seen on tv.,2015-05-08,May,USA,2015-05-04,true
5044,0101000020E6100000C5E6E3DA508752C00B410E4A98554440,Bayonne,NJ,Circle,1 minute,"I seen a round craft with lights, and a bubble on top center without sound.",2015-03-20,March,USA,2015-03-14,true
5105,0101000020E61000007A19C5724BBB5BC0861BF0F9611C4040,Tucson,AZ,Light,3-5 minutes,Stationary bright light disappears without trace,2015-04-08,April,USA,2015-04-04,true
5115,0101000020E6100000938C9C853D2155C07E6FD39FFD0C4140,Woodstock,GA,Light,8 minutes,Low flying red-orange lights.,2015-02-06,February,USA,2015-02-02,true
5215,0101000020E6100000276BD44334B255C0E15D2EE23B154240,Nashville,TN,Unknown,5-10 minutes,"Metallic shapes circling overhead, then flying off to the northeast.",2015-02-06,February,USA,2015-02-03,true
5428,0101000020E61000001D2098A3C73151C0CA1AF5108D664640,Bangor,ME,Other,,"A small row of flashing lights, flying very low",2015-04-17,March,USA,2015-03-24,true
5586,0101000020E6100000800EF3E5053056C07B4E7ADFF8F64440,Dekalb,IL,Sphere,5 seconds,Flaming sphere.,2015-02-06,January,USA,2015-01-29,true
5635,0101000020E61000009274CDE49BA362C0E960FD9FC3CC4E40,Palmer,AK,Other,15 seconds,I seen an object that looked just like a star moving.,2015-03-20,March,USA,2015-03-18,true
5873,0101000020E6100000C6F99B5088F857C00DC347C494F84140,Bixby,OK,Circle,Light/orb,Huge ball of changing color light.,2015-03-20,March,USA,2015-03-16,true
6046,0101000020E610000062BEBC00FBB654C0ACA8C1340C1F4440,Sunbury,OH,Triangle,5 minutes,"Low, slow, silent delta shaped flyer over Sunbury, Ohio.",2015-01-16,January,USA,2015-01-14,true
6325,0101000020E6100000E7A90EB919FC5DC0E5F21FD26F8B4340,Glenbrook,NV,Unknown,90 seconds,ufo on the day time,2015-06-15,April,USA,2015-04-10,true
1154,0101000020E610000069E388B5F8E852C0DEC83CF207734540,Morrisville,NY,Other,instant,Fine shooting light.,2015-11-19,November,USA,2015-11-09,true
3428,0101000020E6100000FB05BB61DBCC51C094C151F2EA644540,Salem,NH,Unknown,30 seconds,A loud humming/whistling object with bright lights flew over my home.,2015-07-31,July,USA,2015-07-28,true
2412,0101000020E6100000F2B0506B9AE955C0374F75C8CDEC4440,Chicago,IL,Disk,3 minutes,t was like nothing I've ever seen in the sky before it wasn't plane it wasn't helicopter our wasn't a blump it wasn't a jet or rocket,2015-09-25,September,USA,2015-09-20,true
3650,0101000020E6100000923F1878EEE152C01B0DE02D905C4440,Laurys Station,PA,Sphere,3 minutes,"Orange sphere, as it turned there was a trail behind it.",2015-07-17,July,USA,2015-07-12,true
4315,0101000020E6100000EBAD81AD12F453C074417DCB9CDA4140,Asheboro,NC,Other,5 minutes,Orb sank and rose.,2015-06-15,June,USA,2015-06-06,true
4407,0101000020E61000005587DC0C37B853C058E71890BD864140,Fayetteville,NC,Flash,15 minutes,Orange flashing craft.,2015-05-29,May,USA,2015-05-25,true
2449,0101000020E6100000475A2A6F47D251C0C6E1CCAFE6F84440,Attleboro,MA,Light,0.5 second,Curved blue light shot towards earth,2015-09-25,September,USA,2015-09-19,true
792,0101000020E6100000D0D556EC2FDD57C0C746205ED74F3E40,Conroe,TX,Light,2 seconds,Bright orb light racing across skyline.,2015-11-19,November,USA,2015-11-08,true
1798,0101000020E61000001AFA27B858F351C0DA20938C9C214540,Worcester,MA,Unknown,Few seconds,Shooting star.,2015-11-06,November,USA,2015-11-04,true
1438,0101000020E61000002C2B4D4A41A753C0C347C49448624540,East Aurora,NY,Light,2 minutes,"Bright, hovering, purple/green light that turned red and slowly fell to the ground.",2015-10-29,October,USA,2015-10-17,true
148,0101000020E6100000C2172653050D5DC04A0C022B87CE4540,Boise,ID,,,"Huge ufo in Boise, ID.",2015-01-26,January,USA,2015-01-18,true
203,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,Twentynine Palms,AZ,Sphere,2-3 minutes,Bright Orange Sphere above desert clouds,2015-06-19,June,USA,2015-06-11,
299,0101000020E6100000B9C7D2872E365EC0D751D50451BF4240,Turlock,CA,Light,1 minute,Lights moving and dimming quickly.,2015-03-13,March,USA,2015-03-09,true
381,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,Molokai,HI,Formation,1 hour,Spheres over the Hawaiian Islands.,2015-06-15,June,USA,2015-06-11,false
957,0101000020E6100000240B98C0AD5956C0857CD0B359894540,Madison,WI,Circle,4-5 seconds,Bright green orb/circle shot into sky as I drove down the highway.,2015-12-17,December,USA,2015-12-10,true
1224,0101000020E6100000E1455F419A5558C0D47D00529BD84240,Wichita,KS,Light,2 seconds,Two fast moving lights in the night sky.,2015-12-17,December,USA,2015-12-14,true
2002,0101000020E6100000F25EB532E17F5DC0FB7953910AEF4040,Buena Park,CA,Other,30 seconds,Square-shaped object spinning.,2015-07-10,July,USA,2015-07-09,true
871,0101000020E61000009D465A2A6FC552C0508D976E122B4340,Ocean City,MD,Light,5 minutes,Two balls of light flying parallel. Third ball not in a straight line.,2015-11-19,November,USA,2015-11-13,true
880,0101000020E6100000AA4885B1852653C008AC1C5A64B34340,Towson,MD,Sphere,1-3 seconds,Unknown substance hits vehical window and disappears without damage.,2015-11-19,November,USA,2015-11-09,true
869,0101000020E6100000AB2688BA0F245DC085251E5036C54540,Nampa,ID,Circle,1 minute,Blue orb below aircraft then moved fast and disappeared.,2015-11-26,November,USA,2015-11-21,true
868,0101000020E610000052F2EA1C03CA51C0302AA913D02C4540,Brighton,MA,Diamond,2 minutes,Zigzagging object seen.,2015-12-17,December,USA,2015-12-11,true
2361,0101000020E610000041D47D00520D52C082734694F6DA4440,Willimantic,CT,Light,3 minutes,Super Bright Flashing Light.,2015-09-02,August,USA,2015-08-29,true
1373,0101000020E61000000664AF777FF25BC01A868F8829AD4040,Gilbert,AZ,Other,5 minutes,Fireballs in the sky.,2015-04-03,March,USA,2015-03-28,true
1446,0101000020E61000000F45813E910954C017B7D100DE023A40,Hollywood,FL,,5 minutes,Weird.,2015-10-09,October,USA,2015-10-03,true
1559,0101000020E61000006BFFCA4A932E53C096900F7A36FB4340,York,ME,Triangle,10 minutes,"Triangle bright flashing white light, releasing a red and white pattern craft heading straight up.",2015-09-29,September,USA,2015-09-28,
2628,0101000020E6100000BF4351A04F025CC08E01D9EBDD4B4740,Helena,MT,Triangle,20 seconds,Triangular craft.,2015-09-17,September,USA,2015-09-11,true
4829,0101000020E6100000C190D5AD9E6552C0C5724BAB21C14640,Montreal,QC,Circle,10 seconds,3 red circles spotted in Montreal.,2015-04-30,April,Canada,2015-04-28,true
1904,0101000020E61000008733BF9A03FA55C03EE8D9ACFA844540,Milwaukee,WI,Fireball,5 minutes,Glowing orange ball in sky moving west to east.,2015-10-16,October,USA,2015-10-15,true
1893,0101000020E61000007B7E18213CD451C0EE5014E813514540,Lowell,NH,Unknown,5 minutes,"Blue light in the sky, north west of the bend in the Merrimack river. Bright vivid blue.",2015-09-29,September,USA,2015-09-27,
2008,0101000020E61000008DB454DE8E6C56C0A228D027F2E44440,Sterling,IL,Unknown,2 hours,Two different ufos and an alien/robot figure.,2015-10-02,September,USA,2015-09-28,true
1892,0101000020E61000006EDDCD531D8A55C043739D465AE24340,Indianapolis,IN,Circle,20 minutes,It was a big circular object with 4 red lights and a whole bunch of flashing lights,2015-11-19,November,USA,2015-11-07,true
1891,0101000020E61000006EDDCD531D8A55C043739D465AE24340,Indianapolis,IN,Flash,10 seconds,"A big, blue flash of light lit up the sky and neighborhood on East side.",2015-10-29,October,USA,2015-10-27,true
1890,0101000020E61000006EDDCD531D8A55C043739D465AE24340,Indianapolis,IN,Circle,5 minutes,Two orange circle globes moving south west to north east at a slow speed with no noise.,2015-10-29,October,USA,2015-10-19,true
1901,0101000020E610000076C3B64599455AC0BB44F5D6C0E64340,Arvada,CO,Oval,5 minutes,"Four UFOs flying in diamond pattern seen over Arvada, CO.",2015-11-06,November,USA,2015-11-01,true
1900,0101000020E610000076C3B64599455AC0BB44F5D6C0E64340,Arvada,CO,Sphere,20 seconds,Watched 4 orbs of light traveling in unison then rotated around each other. ((NUFORC Note: We suspect advertising lights. PD)),2015-11-06,November,USA,2015-11-01,true
1899,0101000020E610000076C3B64599455AC0BB44F5D6C0E64340,Arvada,CO,Formation,20 seconds,8 objects flying completely silent with three lights each in the night sky,2015-10-29,October,USA,2015-10-16,true
1898,0101000020E610000076543541D49F56C00F0BB5A679074240,Paragould,AR,Light,3 hours,"Flickering blue, green, clear lights in sky with red strobe lights",2015-10-16,September,USA,2015-09-30,true
1895,0101000020E61000007C7E18213CD451C0F05014E813514540,Lowell,MA,Cigar,,Driving with my daughter over train tracks near Washer St. when we both noticed in the sky a white light going across the sky at a fast,2015-10-29,October,USA,2015-10-26,true
1894,0101000020E61000007C7E18213CD451C0F05014E813514540,Lowell,MA,Unknown,15 minutes,"Reverberating sound, which is auditory and intensely loud.",2015-10-29,October,USA,2015-10-25,true
1902,0101000020E61000005ED72FD80D3F57C0CF143AAFB1A34640,Forest lake,MN,Flash,1 minute,"Bright light and very loud boom, two times in the same general area.",2015-10-29,October,USA,2015-10-23,true
1903,0101000020E61000005114E81379D056C012A0A696ADA54740,Silver Bay,MN,Circle,5 minutes,Strange orange lights over Lake Superior.,2015-10-29,October,USA,2015-10-15,true
1897,0101000020E610000067F2CD3637B853C005C58F3177714540,Buffalo,NY,Triangle,01:43:00,"4 YELLOWISH/ORANGE TRIANGULAR SHAPE OBJECTS IN THE BUFFALO, NY, EAST SIDE SKIES.",2015-10-29,October,USA,2015-10-26,true
1896,0101000020E610000067F2CD3637B853C005C58F3177714540,Buffalo,NY,Disk,~4 seconds,"Disk shaped, four lights, humming noise.",2015-10-29,October,USA,2015-10-18,true
2444,0101000020E6100000C2172653053F5AC0516B9A779CDE4340,Denver,CO,Unknown,1 minute,Fleet of UFO's over Denver.,2015-07-03,July,USA,2015-07-03,true
2474,0101000020E6100000F15EB532E1EB51C05E7B6649801A4540,Grafton,,,5 minutes,((NUFORC Note: No information provided by witness. PD)),2015-09-25,September,USA,2015-09-17,
2987,0101000020E6100000452FA3586ECD60C058AD4CF8A5264D40,Juneau,AK,Circle,3 seconds,Single light moved quickly in different directions and disappeard,2015-08-27,August,USA,2015-08-20,true
2853,0101000020E610000039D6C56D347655C0E8F692C668154540,Lawton,MI,Circle,3 minutes,Close Encounter with 2 UFO's.,2015-09-02,August,USA,2015-08-28,true
2919,0101000020E610000032772D211FB25EC01B47ACC5A7804640,Silverton,OR,Sphere,,"Green sphere appears on photos. ((NUFORC Note: Object is a lens flare, caused by photographing the Sun. PD))",2015-08-27,August,USA,2015-08-24,true
2915,0101000020E6100000DB166536C8C85CC0FCE3BD6A65164240,Las Vegas,NV,Other,15 seconds,V-shaped object flying without lights and no sound.,2015-08-27,August,USA,2015-08-24,true
2912,0101000020E6100000ABECBB22F84557C0F701486DE2784640,St. Paul,MN,Circle,unknown (I was driving),"Huge circle formed by many lights, appeared to be foggy - not moving. HUGE compared to airplanes at airport.",2015-08-27,August,USA,2015-08-24,true
2914,0101000020E610000059349D9D0C4857C0ED2AA4FCA45E4640,Rosemount,MN,Oval,,2nd day this UFO is sitting in the sky with about 10-12 lights around it shifting side to side. ((NUFORC Note: Adv. lights? PD)),2015-08-27,August,USA,2015-08-24,true
2913,0101000020E61000007DAEB6627F0B55C03B3602F1BAFE4240,Winchester,KY,Chevron,10-15 seconds,Pair of V-shaped lights flying fairly fast.,2015-09-11,August,USA,2015-08-24,true
2917,0101000020E610000082397AFCDEA853C0ED9E3C2CD4E24140,Raleigh,NC,Oval,8 seconds,White car-shaped blob above cloud hovered and disappeared.,2015-08-27,August,USA,2015-08-24,true
2911,0101000020E61000000057B26323D854C0FC3559A31E3E4540,Farmington Hills,MI,Light,3-6 minutes,"2 bright lights, lasting about 2 minutes then disappeared.",2015-08-27,August,USA,2015-08-24,true
2916,0101000020E61000002A52616C215E57C0EF1B5F7B666D4640,Eden Prairie,MN,Disk,5 minutes,"I saw the strange ring of lights that others witnessed on August 9, 2015, in Minnesota. ((NUFORC Note: Advertising lights. PD))",2015-09-02,August,USA,2015-08-24,true
2910,0101000020E610000077D66EBBD06654C0A857CA32C4A13E40,Yulee,FL,Circle,4 minutes,"I was on my balcony when I saw what I thought was a large,red, lowest moon. I took a picture of it then I noticed it moving like it was",2015-08-27,August,USA,2015-08-25,true
2918,0101000020E61000004182E2C7986D5EC02B306475ABFF4240,Oakley,CA,Fireball,2 minutes,"I saw orange lighted object flying west at constant speed; not low birds but not high as planes.",2015-08-27,August,USA,2015-08-24,true
2998,0101000020E61000006BFFCA4A932E53C096900F7A36FB4340,York,ME,Triangle,10,"Blinding white orb emerging closer, opening up into a triangle as it flew overhead, with pulsating red and green lights.",2015-08-27,August,USA,2015-08-19,
2999,0101000020E61000006BFFCA4A932E53C096900F7A36FB4340,York,ME,Disk,,"Dark Object with glowing side panels of light (red, greenish blue) and white front light, SILENT.",2015-08-27,August,USA,2015-08-19,
4865,0101000020E610000052499D80264E5AC0F168E388B5E04340,Golden,CO,Unknown,2 hours +,Color changing orb in the sky.,2015-04-30,April,USA,2015-04-25,true
5667,0101000020E610000084471B47ACA95AC0666B7D91D08A4140,Albuquerque,NM,Triangle,,Triangle UFO over Albuquerque.,2015-01-26,January,USA,2015-01-20,true
3235,0101000020E6100000FA5C6DC5FE8A56C0FCF675E09C554640,Marshfield,,Triangle,5-10 minutes,Low flying black triangle.,2015-08-27,August,USA,2015-08-07,
3421,0101000020E6100000A3198BA6B3DB51C07F608E1EBFFB4440,Cumberland,ME,Light,5 seconds,"Row of 10 or more vertical white flashing lights with red light at bottom, then vanished.",2015-07-31,July,USA,2015-07-28,
3475,0101000020E61000001D8A027D229F58C0BF39234A7BBB4640,Aberdeen,NJ,Light,20 seconds,Driving northbound on Rte. 35. Me and wife saw two lights in the sky. Very low in the sky. One white light heading east at a high speed,2015-07-31,July,USA,2015-07-24,
3553,0101000020E61000004BA1F31ABB7659C051D50451F7C94040,Lubbock,,,3 seconds,Looking north in Lubbock sky and saw green light fall from sky...,2015-07-23,July,USA,2015-07-20,
5703,0101000020E61000009BFEEC478A2E53C0D252793BC2294340,Clements,MD,Other,4 minutes,Very large V shaped craft,2015-04-08,April,USA,2015-04-04,true
462,0101000020E61000002D26361FD73854C02F51BD35B0D94140,Troutman,NC,Diamond,10 minutes,Diamond shaped UFO with red lights,2015-12-17,December,USA,2015-12-12,true
110,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,St Clairsville,OH,Flash,3 minutes,Wild flight patterns,2015-06-15,June,USA,2015-06-13,false
3948,0101000020E6100000C824236761B35EC0E38DCC237F3C4540,Eagle Point,OR,Light,20 minutes,Strange lights over southern Oregon. ((NUFORC Note: Probably a sighting of Venus and Jupiter. PD)),2015-07-03,July,USA,2015-07-02,true
3952,0101000020E610000049D74CBED92256C0B58993FB1D564540,Elkhorn,WI,Circle,11 minutes,"Orange and red orbiting light, soundless, not fireworks. Stood still high in the sky. The ""craft"" lights spun around",2015-07-10,July,USA,2015-07-02,true
3939,0101000020E610000046B6F3FDD41256C0936FB6B931154540,Algonquin,IL,Light,3-5 minutes (each),"5 Yellow/Orange moving lights seen in sky over Algonquin, Illinois.",2015-07-06,July,USA,2015-07-03,true
3946,0101000020E610000030F5F3A622B756C0DB6D179AEB7C3E40,Walker,LA,Disk,2+ minutes,"Driving south on hwy 447 bright orange saucer type object right above springfield subdivision, no sound ,hoovered 2 minutes at about 30",2015-07-06,July,USA,2015-07-02,true
3941,0101000020E610000073BA2C2636FB54C0AB3E575BB1174140,Flowery Branch,GA,Flash,90 minutes,I was at the Sterling Lake fireworks show tonight and there was an plethora of ufos or drones in the sky. We counted at least 39 of the,2015-07-06,July,USA,2015-07-03,true
3938,0101000020E61000007F30F0DC7BD851C08655BC9179F04440,Pawtucket,RI,Light,~30 minutes,Possible UFO or military aircraft above McCoy Stadium after the Pawtucket Red Sox - Scranton Willkes-Barre Rail Riders baseball game.,2015-07-06,July,USA,2015-07-03,true
3944,0101000020E61000009964E42CECBF54C0DEC83CF207FB4340,Columbus,OH,Light,1 minute,Lights blinked and hovered before disappearing.,2015-07-06,July,USA,2015-07-03,true
3937,0101000020E61000009964E42CECBF54C0DEC83CF207FB4340,Columbus,OH,Light,2-5 minutes,"At church, i witnessed along with many others (i also have video evidence) strange lights in the sky",2015-07-10,July,USA,2015-07-03,true
3947,0101000020E61000006DFFCA4A932E53C097900F7A36FB4340,York,PA,Light,20 minutes,"Multiple silent orange lights seemingly coming from the south, flying a bit to north, and then off to the east.",2015-07-03,July,USA,2015-07-02,true
3951,0101000020E61000003BC780ECF54058C011DF89592F7A4040,Coppell,TX,Unknown,40 minutes,Writing in the sky.,2015-07-03,July,USA,2015-07-01,true
3942,0101000020E6100000D8B628B341E655C043C5387F136A3E40,Elberta,AL,Fireball,1-2 minutes,Two bright orange fireballs moving from north to south at a high rate of speed.,2015-07-06,July,USA,2015-07-03,true
3949,0101000020E61000008A7615527E1656C0DEB06D5166D74440,Oswego,IL,Fireball,2 minutes,Fireball type lights moving in sky,2015-07-06,July,USA,2015-07-02,true
3953,0101000020E610000038BEF6CC92D654C0EC6987BF262F4540,Livonia,MI,Unknown,2 hours,"Four stationary lights visible for two hours off Seven Mile Road, and Newburgh, in Livonia Michigan-July 2, 2015-10:p.m.-12:00a.m.",2015-07-06,July,USA,2015-07-02,true
3950,0101000020E61000007B6649809A5C53C0CB9C2E8B89914440,Lock Haven,PA,Triangle,30 seconds,Triangle and completely silent.,2015-07-03,July,USA,2015-07-02,true
3936,0101000020E6100000B5A679C7299851C067F2CD3637C24540,Old Orchard Beach,ME,Circle,15 minutes,"We were watching the fireworks show at the beach, (what I assumed was) a plane flew into the general vicinity so they actually stopped",2015-07-06,July,USA,2015-07-03,true
4127,0101000020E6100000B7AF03E78C7E54C01DDC9DB5DB5A4240,Abingdon,,,10 minutes,"Never saw an airplane, helicopter or drone for that matter that moved through the sky like this.",2015-07-23,June,USA,2015-06-20,
4636,0101000020E6100000F27B9BFEEC2355C04260E5D022B34340,Hamilton,OH,Fireball,~3 minutes,Flying fireball object.,2015-05-22,May,USA,2015-05-12,true
4708,0101000020E6100000CBB4FD2B2BE351C049CD1E6805F64440,Smithfield,MA,Circle,1 minute,"Bright shining ball of light moves across sky in Smithfield, RI.",2015-05-08,May,USA,2015-05-08,
4969,0101000020E610000029ED0DBE30A155C0AF997CB3CDFD4140,Smyrna,TN,Light,5 seconds,"A bright, large light in the sky near an airplane that was preparing to land. It quickly disappeared.",2015-04-23,April,USA,2015-04-17,true
4946,0101000020E6100000C81F0C3CF78854C0A9CFD556EC2F3D40,Ocala,CA,Circle,5 minutes,8 to 10 orb/red spheres.,2015-04-23,April,USA,2015-04-18,
4965,0101000020E6100000BD18CA8976E354C0545227A089584540,White Lake,MI,Circle,22:54:00,"Okay, so for the last few days during a clearing in the sky..... north west sky area, I've been seeing orbs flying very high and the di",2015-04-23,April,USA,2015-04-17,true
4968,0101000020E610000005172B6A309B54C046B1DCD26AC03D40,Alachua,FL,Triangle,3 minutes,Seen two lights crossing 241 not plane lights or helicopter lights very large in size moved at a slow speed across the sky lost them in,2015-04-23,April,USA,2015-04-17,true
4966,0101000020E610000065FCFB8C0BF153C033E197FA79D74540,Brampton,ON,Other,5 seconds,"Two silent, dim, pale yellow objects flying closely together directly overhead in West, Central Brampton, Ontario Canada",2015-04-23,April,Canada,2015-04-17,true
36,0101000020E6100000FCFFFFFFFFFFEFFFFCFFFFFFFFFFEFFF,Mt. Shasta,CA,Unknown,1 minute,White lights hovering and then dimming in sequence,2015-02-20,February,USA,2015-02-16,false
103,0101000020E61000006E4C4F58E2A354C0A1D634EF38D94140,Weaverville,NC,Unknown,3 minutes,High speed bright white object.,2015-08-27,August,USA,2015-08-15,true
180,0101000020E6100000C24CDBBFB2DA57C06AA4A5F276143E40,Spring,TX,Cigar,4 minutes,UFO in TX.,2015-09-11,September,USA,2015-09-03,true
5479,0101000020E610000004FA449E241755C00D2DB29DEF8F4340,Newtown,ND,Light,20 minutes,This was seen by my family. I just got word over facebook about what was going on. brother former cop and also one other witness.,2015-03-06,February,USA,2015-02-17,
5582,0101000020E6100000042159C004FC57C09335EA211AA14440,Omaha,NE,Triangle,5 minutes,Omaha UFO.,2015-02-20,February,USA,2015-02-12,true
6003,0101000020E610000025E99AC9378154C03D0FEECEDAB14440,North Ridgeville,OH,Circle,5 minutes,Circular flying object with green and red lights in center.,2015-01-26,January,USA,2015-01-23,true
6004,0101000020E610000082902C60028B5DC0EC2FBB270F034140,East Los Angeles,CA,,10 minutes,"((HOAX??)) This Unidentified Aerial Anomaly was witnessed on January 11 2015, ((name deleted)) is a teacher…",2015-12-17,January,USA,2015-01-11,true
6000,0101000020E6100000D5E76A2BF66954C0A2629CBF09553E40,Jacksonville,FL,Light,3 hours,"While laying in bed, I looked out of the window and saw a set of what looked like four lights hovering in the sky.",2015-01-26,January,USA,2015-01-25,true
5998,0101000020E6100000D5E76A2BF66954C0A2629CBF09553E40,Jacksonville,FL,Circle,~5 minutes,"Shiny, metal, objects flew over my house. I have video.",2015-01-26,January,USA,2015-01-25,true
5996,0101000020E6100000B1C403CAA6C253C04A0C022B87C64040,Murrells Inlet,SC,Triangle,7-8 minutes,"Three lighted triangles glide quietly over Murrells Inlet toward Myrtle Beach, SC.",2015-01-30,January,USA,2015-01-20,true
5999,0101000020E61000001CF0F96184B652C01BD82AC1E20C4440,Bristol,PA,Light,10-15 seconds,"Two rapidly moving red lights over Bristol, PA.",2015-01-26,January,USA,2015-01-17,true
5997,0101000020E610000081785DBF608D52C084640113B8694440,Montclair,NJ,Sphere,<1 minute,"I took a picture of a tall statue. When I looked at the picture at home, I noticed something strange on the upper right corner of the p",2015-01-26,January,USA,2015-01-19,true
6001,0101000020E6100000E63FA4DFBE925EC08FAA2688BA974740,Puyallup,WA,Triangle,~3 minutes,"Very fast moving aircraft leaving contrails at right angles seen over Puyallup, WA. ((NUFORC Note: Contrail against a blue sky. PD))",2015-01-26,January,USA,2015-01-20,true
5994,0101000020E61000000F62670A9DD954C07DAEB6627F294540,Westland,MI,Light,45 seconds,"Object came falling from sky, then lit up, and hovered fast back and forth. Then went into cloud and disappeared.",2015-01-30,January,USA,2015-01-28,true
6002,0101000020E6100000E8DEC325C77558C0CB4A9352D0153E40,Buda,TX,Oval,5 seconds,"Looking up in our computer room out the widow, a bright blue/white object streaked across the sky.",2015-01-26,January,USA,2015-01-23,true
5993,0101000020E6100000C24CDBBFB2DA57C06AA4A5F276143E40,Spring,TX,Fireball,8-10 minutes,7 fireballs take exact path in sky at intervals.,2015-01-26,January,USA,2015-01-24,true
5992,0101000020E6100000C24CDBBFB2DA57C06AA4A5F276143E40,Spring,TX,Fireball,8 minutes,3 red glowing lights fireball objects moving north to south in Houston area moving about 2 minutes apart in same flight path.,2015-01-07,January,USA,2015-01-04,true
